.10125,1,0.1,0.1,0.10125,1.084296875,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.10125,1,0.1,0.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.79125,1,0.2,0.2,0.36505599975586,1.08429122924805,0.1,0.61849044799805,0.98134559631348,0.4,0.44716354370117,1.0133154296875,0.3,0.27384887695312,0.99495658874512,0.4,0.10482040405273,1.03743797302246,0.3,0.89517791748047,1.01799522399902,0.3,0.76003311157227,1.05321868896484,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.80375,1,0.1,0.1,0.80359466552734,1.08428985595703,0.1,0.42302856445312,1.08428016662598,0.1,0.69436401367187,1.01819190979004,0.4,0.5208625793457,1.03738334655762,0.3,0.31383438110352,1.01813163757324,0.4,0.14064926147461,1.03767959594727,0.3,0.89517135620117,1.02616348266602,0.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9275,1,0.2,0.2,0.82111053466797,1.08427185058594,0.1,0.91002349853516,1.05320976257324,0.2,0.44000518798828,1.0842733001709,0.1,0.71135818481445,1.01823120117188,0.4,0.53784896850586,1.03738403320312,0.3,0.31567138671875,1.01806617736816,0.4,0.14249435424805,1.03767967224121,0.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.06625,1,0.1,0.1,0.82244598388672,1.08428253173828,0.1,0.91047119140625,1.05320610046387,0.2,0.44136276245117,1.08427124023438,0.1,0.05820373535156,1.08429206848145,0.1,0.71261779785156,1.01827087402344,0.4,0.53923049926758,1.03762214660645,0.3,0.28112380981445,1.01841018676758,0.4,0.12233123779297,1.01668685913086,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.0725,1,0.2,0.2,0.82248031616211,1.08428253173828,0.1,0.91047119140625,1.05320610046387,0.2,0.44141937255859,1.08427124023438,0.1,0.058203125,1.084296875,0.1,0.71266952514648,1.01827087402344,0.4,0.53928451538086,1.03762214660645,0.3,0.26190780639648,1.01841117858887,0.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.33125,1,0.2,0.2,0.82280227661133,1.084296875,0.1,0.91049667358398,1.05320610046387,0.2,0.41167190551758,1.08427642822266,0.1,0.058203125,1.084296875,0.1,0.18530578613281,1.03767967224121,0.3,0.32416061401367,1.05321739196777,0.2,0.70810195922852,1.01841026306152,0.4,0.53488540649414,1.03767967224121,0.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.46625,1,0.1,0.1,0.82308410644531,1.084296875,0.1,0.91060470581055,1.05320610046387,0.2,0.45854614257812,1.0532186126709,0.2,0.3700651550293,1.08427841186523,0.1,0.06911026000977,0.93510627746582,0.1,0.10489654541016,1.03767967224121,0.3,0.24429534912109,1.05321868896484,0.2,0.58125,0.87711112976074,0.1,0.64159286499023,1.01841125488281,0.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.58125,1,0.1,0.1,0.51443740844727,1.03767936706543,0.3,0.76375,1.084296875,0.1,0.91059219360352,1.05321868896484,0.2,0.65787826538086,1.05321868896484,0.2,0.36369094848633,1.05321868896484,0.2,0.18082412719727,0.95264289855957,0.1,0.1025,0.79503349304199,0.1,0.11308181762695,1.03767860412598,0.3,0.73,0.45907302856445,0.2,0.2475,0.24320966720581,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
